,ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,User-ID,Book-Rating
4034,0515101486,Special Operations (Badge of Honor Novels (Paperback)),W. E. B. Griffin,1995,Jove Books,http://images.amazon.com/images/P/0515101486.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515101486.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515101486.01.LZZZZZZZ.jpg,88767.0,0.0
4035,0060169281,Soul Mates: Honoring the Mysteries of Love and Relationship,Thomas Moore,1994,Harpercollins,http://images.amazon.com/images/P/0060169281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060169281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060169281.01.LZZZZZZZ.jpg,15408.0,0.0
4036,0671704273,Technical Manual (Star Trek: The Next Generation),Rick Sternbach,1991,Star Trek,http://images.amazon.com/images/P/0671704273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671704273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671704273.01.LZZZZZZZ.jpg,101851.0,9.0
4037,1559276770,Be Loved for Who You Really Are : How the Differences Between Men and Women Can Be Turned into the Source of the Very Best Romance You'll Ever Know,Judith Sherven,2001,Audio Renaissance,http://images.amazon.com/images/P/1559276770.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559276770.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559276770.01.LZZZZZZZ.jpg,143175.0,0.0
4038,0380400480,A Pirate's Love,Johanna Lindsey,1978,Avon,http://images.amazon.com/images/P/0380400480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380400480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380400480.01.LZZZZZZZ.jpg,13093.0,0.0
4039,0586060545,Mostly Murder,Sir Sydney Smith,1985,Academy Chicago Pub,http://images.amazon.com/images/P/0586060545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0586060545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0586060545.01.LZZZZZZZ.jpg,20119.0,0.0
4040,0738202002,The Four-Thirds Solution: Solving the Childcare Crisis in America Today,Stanley I. Greenspan,2001,Perseus Publishing,http://images.amazon.com/images/P/0738202002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0738202002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0738202002.01.LZZZZZZZ.jpg,135411.0,5.0
4041,0151446474,The Name of the Rose,Umberto Eco,1983,Harcourt,http://images.amazon.com/images/P/0151446474.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151446474.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151446474.01.LZZZZZZZ.jpg,31838.0,0.0
4042,0151115192,Becoming a Man: Half a Life Story,Paul Monette,1992,Harcourt,http://images.amazon.com/images/P/0151115192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0151115192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0151115192.01.LZZZZZZZ.jpg,85757.0,0.0
4043,0571194567,Midnight All Day,Hanif Kureishi,1999,Faber Faber Inc,http://images.amazon.com/images/P/0571194567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571194567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571194567.01.LZZZZZZZ.jpg,80538.0,8.0
4044,0609608258,"Gale Gand's Just a Bite: 125 Luscious, Little Desserts",Gale Gand,2001,Clarkson N Potter Publishers,http://images.amazon.com/images/P/0609608258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609608258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609608258.01.LZZZZZZZ.jpg,27812.0,9.0
4045,0452263948,The Country Girls Trilogy and Epilogue,Edna O'Brien,1990,Plume Books,http://images.amazon.com/images/P/0452263948.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452263948.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452263948.01.LZZZZZZZ.jpg,147686.0,0.0
4046,0552998338,Blast From the Past,Ben Elton,1999,Bantam Doubleday Dell,http://images.amazon.com/images/P/0552998338.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552998338.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552998338.01.LZZZZZZZ.jpg,267120.0,5.0
4047,0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,Plume Books,http://images.amazon.com/images/P/0452282152.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452282152.01.LZZZZZZZ.jpg,32793.0,0.0
4048,1551666944,Into The Fire,Anne Stuart,2003,Mira,http://images.amazon.com/images/P/1551666944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666944.01.LZZZZZZZ.jpg,222941.0,0.0
4049,0307118657,Kittens need someone to love (A Golden look-look book),P. Mignon Hinds,1981,Western Pub. Co,http://images.amazon.com/images/P/0307118657.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307118657.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307118657.01.LZZZZZZZ.jpg,171076.0,0.0
4050,0486290492,Sense and Sensibility (Dover Thrift Editions),Jane Austen,1995,Dover Publications,http://images.amazon.com/images/P/0486290492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486290492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486290492.01.LZZZZZZZ.jpg,60277.0,0.0
4051,0451183886,A Raisin in the Sun: The Unfilmed Original Screenplay,Lorraine Hansberry,1995,Signet Book,http://images.amazon.com/images/P/0451183886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451183886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451183886.01.LZZZZZZZ.jpg,23768.0,0.0
4052,0789466848,"DK Readers: Antarctic Adventure, Exploring the Frozen Continent (Level 4: Proficient Readers)",Meredith Hooper,2000,DK Publishing Inc,http://images.amazon.com/images/P/0789466848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789466848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789466848.01.LZZZZZZZ.jpg,222050.0,0.0
4053,0688103111,Neither Here Nor There: Travels in Europe,Bill Bryson,1992,Harpercollins,http://images.amazon.com/images/P/0688103111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688103111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688103111.01.LZZZZZZZ.jpg,190925.0,0.0
4054,059045403X,Day the Fifth Grade Disappeared,Terri Fields,1996,Scholastic,http://images.amazon.com/images/P/059045403X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059045403X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059045403X.01.LZZZZZZZ.jpg,203968.0,0.0
4055,0679414614,How We Die: Reflections on Life's Final Chapter,Sherwin B. Nuland,1994,Alfred A. Knopf,http://images.amazon.com/images/P/0679414614.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679414614.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679414614.01.LZZZZZZZ.jpg,106225.0,0.0
4056,0609608045,May the Angels Be With You: A Psychic Helps You Find Your Spirit Guides and Your True Purpose,Gary Quinn,2001,Harmony,http://images.amazon.com/images/P/0609608045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609608045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609608045.01.LZZZZZZZ.jpg,57661.0,0.0
4057,1565122666,Headlock: A Novel,Adam Berlin,2000,Algonquin Books of Chapel Hill,http://images.amazon.com/images/P/1565122666.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1565122666.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1565122666.01.LZZZZZZZ.jpg,26251.0,7.0
4058,0743214927,The Cheese Monkeys : A Novel in Two Semesters,Chip Kidd,2001,Scribner,http://images.amazon.com/images/P/0743214927.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743214927.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743214927.01.LZZZZZZZ.jpg,120828.0,0.0
4059,0385314280,When Elephants Weep: The Emotional Lives of Animals,Jeffrey Moussaieff Masson,1996,Delta,http://images.amazon.com/images/P/0385314280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385314280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385314280.01.LZZZZZZZ.jpg,93565.0,9.0
4060,0446353205,The Charm School,Nelson DeMille,1989,Warner Books,http://images.amazon.com/images/P/0446353205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446353205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446353205.01.LZZZZZZZ.jpg,64220.0,0.0
4061,0380705737,More Work for the Undertaker,Margery Allingham,1989,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380705737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380705737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380705737.01.LZZZZZZZ.jpg,256407.0,0.0
4062,0684824892,Wait Till Next Year : A MEMOIR,Doris Kearns Goodwin,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/0684824892.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684824892.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684824892.01.LZZZZZZZ.jpg,31393.0,7.0
4063,044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg,226987.0,6.0
4064,1551667967,Dead End,Helen Myers,2001,Mira,http://images.amazon.com/images/P/1551667967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551667967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551667967.01.LZZZZZZZ.jpg,194586.0,5.0
4065,0425145638,Fatal Cure,Robin Cook,1997,Berkley Publishing Group,http://images.amazon.com/images/P/0425145638.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425145638.01.LZZZZZZZ.jpg,186547.0,0.0
4066,0312195516,The Red Tent (Bestselling Backlist),Anita Diamant,1998,Picador USA,http://images.amazon.com/images/P/0312195516.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312195516.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312195516.01.LZZZZZZZ.jpg,93363.0,0.0
4067,0671521500,Everlasting Love,Linda Howard,1995,Pocket,http://images.amazon.com/images/P/0671521500.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671521500.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671521500.01.LZZZZZZZ.jpg,56193.0,0.0
4068,0590298364,"Sunny (California Diaries, 2)",Ann M. Martin,1997,Scholastic,http://images.amazon.com/images/P/0590298364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590298364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590298364.01.LZZZZZZZ.jpg,69378.0,0.0
4069,1555832660,Swords of the Rainbow,Eric Garber,1996,Alyson Publications,http://images.amazon.com/images/P/1555832660.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555832660.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555832660.01.LZZZZZZZ.jpg,16966.0,8.0
4070,0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,http://images.amazon.com/images/P/0385504209.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504209.01.LZZZZZZZ.jpg,24921.0,0.0
4071,0345380193,Just Cause,John Katzenbach,1995,Ballantine Books,http://images.amazon.com/images/P/0345380193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345380193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345380193.01.LZZZZZZZ.jpg,113531.0,7.0
4072,0486421198,Great American Short Stories (Dover Thrift Editions),Paul Negri,2002,Dover Publications,http://images.amazon.com/images/P/0486421198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0486421198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0486421198.01.LZZZZZZZ.jpg,234623.0,0.0
4073,0971880107,Wild Animus,Rich Shapero,2004,Too Far,http://images.amazon.com/images/P/0971880107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0971880107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0971880107.01.LZZZZZZZ.jpg,208141.0,0.0
4074,0671023187,Term Limits,Vince Flynn,1999,Pocket Star,http://images.amazon.com/images/P/0671023187.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671023187.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671023187.01.LZZZZZZZ.jpg,212898.0,0.0
4075,0846705672,American Way of Sex: An Informal Illustrated History (254p),Bradley Smith,1978,Book Sales,http://images.amazon.com/images/P/0846705672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0846705672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0846705672.01.LZZZZZZZ.jpg,2024.0,9.0
4076,0938817043,My Scrapbook Memories of Dark Shadows,Kathryn Leigh Scott,1986,Pub Group West,http://images.amazon.com/images/P/0938817043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0938817043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0938817043.01.LZZZZZZZ.jpg,21708.0,6.0
4077,0316735647,In the Hand of Dante:  A Novel,Nick Tosches,2003,Back Bay Books,http://images.amazon.com/images/P/0316735647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316735647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316735647.01.LZZZZZZZ.jpg,90655.0,0.0
4078,0804111359,Secret History,DONNA TARTT,1993,Ballantine Books,http://images.amazon.com/images/P/0804111359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804111359.01.LZZZZZZZ.jpg,265083.0,0.0
4079,0425176312,In the Hour Before Midnight,Jack Higgins,2000,Berkley Publishing Group,http://images.amazon.com/images/P/0425176312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425176312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425176312.01.LZZZZZZZ.jpg,185233.0,0.0
4080,0553213164,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1983,Bantam Classics,http://images.amazon.com/images/P/0553213164.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553213164.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553213164.01.LZZZZZZZ.jpg,73458.0,0.0
4081,0679745203,The English Patient,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg,115973.0,5.0
4082,0375504397,Black House,Stephen King,2001,Random House Trade,http://images.amazon.com/images/P/0375504397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375504397.01.LZZZZZZZ.jpg,31826.0,0.0
4083,0385335407,The Kiss,Danielle Steel,2001,Delacorte Press,http://images.amazon.com/images/P/0385335407.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335407.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335407.01.LZZZZZZZ.jpg,179733.0,0.0
4084,0771036957,A Peter Gzowski Reader,PETER GZOWSKI,2001,McClelland &amp; Stewart,http://images.amazon.com/images/P/0771036957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0771036957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0771036957.01.LZZZZZZZ.jpg,262859.0,7.0
4085,0451410688,The Old Fox Deceiv'D: A Richard Jury Novel,Martha Grimes,2003,Onyx Books,http://images.amazon.com/images/P/0451410688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451410688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451410688.01.LZZZZZZZ.jpg,173415.0,0.0
4086,0393323242,Tinkering With Eden: A Natural History of Exotic Species in America,Kim Todd,2002,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393323242.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393323242.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393323242.01.LZZZZZZZ.jpg,70450.0,0.0
4087,0553268252,Svh #028 Alone in the Crowd (Sweet Valley High (Numbered Paperback)),Francine Pascal,1986,Sweet Valley,http://images.amazon.com/images/P/0553268252.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268252.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268252.01.LZZZZZZZ.jpg,167813.0,10.0
4088,0915720515,Bear Up: A Child Learns to Handle Ups and Downs (Bear Hugs),Alice Brown,1986,Brownlow Pub Co,http://images.amazon.com/images/P/0915720515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0915720515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0915720515.01.LZZZZZZZ.jpg,230522.0,0.0
4089,0385296525,Privileged Lives,Edward Stewart,1988,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385296525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385296525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385296525.01.LZZZZZZZ.jpg,127200.0,0.0
4090,0440414806,Holes (Yearling Newbery),LOUIS SACHAR,2000,Yearling,http://images.amazon.com/images/P/0440414806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440414806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440414806.01.LZZZZZZZ.jpg,242299.0,8.0
4091,0373264291,Bluewolf (Worldwide Library Mysteries),Lise McClendon,2002,Worldwide Library,http://images.amazon.com/images/P/0373264291.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373264291.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373264291.01.LZZZZZZZ.jpg,157273.0,0.0
4092,038081093X,Excavation,James Rollins,2000,HarperTorch,http://images.amazon.com/images/P/038081093X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038081093X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038081093X.01.LZZZZZZZ.jpg,110973.0,0.0
4093,0440131480,Breakfast of Champions,Kurt Vonnegut,1991,Dell Publishing Company,http://images.amazon.com/images/P/0440131480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440131480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440131480.01.LZZZZZZZ.jpg,2358.0,0.0
4094,0451453026,Shadowrun: Nosferatu (Shadowrun (Roc)),Carl Sargent,1994,Roc,http://images.amazon.com/images/P/0451453026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451453026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451453026.01.LZZZZZZZ.jpg,2363.0,9.0
4095,0553296124,"Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",Timothy Zahn,1998,Bantam,http://images.amazon.com/images/P/0553296124.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553296124.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553296124.01.LZZZZZZZ.jpg,110973.0,0.0
4096,0934971722,The Inner Life of Objects: A Novel,Maxine Combs,1999,Calyx Books,http://images.amazon.com/images/P/0934971722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0934971722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0934971722.01.LZZZZZZZ.jpg,3363.0,0.0
4097,0843936150,Wallaby Track (Outback Sagas),Aaron Fletcher,1994,Leisure Books,http://images.amazon.com/images/P/0843936150.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843936150.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843936150.01.LZZZZZZZ.jpg,18519.0,0.0
4098,0743411323,Never Change,Elizabeth Berg,2001,Atria,http://images.amazon.com/images/P/0743411323.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743411323.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743411323.01.LZZZZZZZ.jpg,113633.0,0.0
4099,0773757309,Time to Change: Essays,David Suzuki,1995,Stoddart,http://images.amazon.com/images/P/0773757309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0773757309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0773757309.01.LZZZZZZZ.jpg,66942.0,8.0
4100,0440918642,Daughters of Eve (Laurel Leaf Books),Lois Duncan,1990,Laure Leaf,http://images.amazon.com/images/P/0440918642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440918642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440918642.01.LZZZZZZZ.jpg,16916.0,0.0
4101,3821808659,Das Duell. Ein Felidae- Roman.,Akif Pirincci,2002,Eichborn,http://images.amazon.com/images/P/3821808659.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3821808659.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3821808659.01.LZZZZZZZ.jpg,237264.0,0.0
4102,0743217713,Bad Girl Creek : A Novel,Jo-Ann Mapson,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743217713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743217713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743217713.01.LZZZZZZZ.jpg,8108.0,0.0
4103,0345320654,The Integral Trees,Larry Niven,1989,Del Rey Books,http://images.amazon.com/images/P/0345320654.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345320654.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345320654.01.LZZZZZZZ.jpg,247287.0,7.0
4104,0590431978,Scary Stories to Tell In the Dark,Alvin Schwartz,0,Scholastic Inc,http://images.amazon.com/images/P/0590431978.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590431978.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590431978.01.LZZZZZZZ.jpg,127359.0,6.0
4105,0671510053,SHIPPING NEWS,Annie Proulx,1994,Scribner,http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg,763.0,10.0
4106,0304363871,The Big Book of Filth: 6500 Sex Slang Words and Phrases,Jonathon Green,2003,Cassell,http://images.amazon.com/images/P/0304363871.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0304363871.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0304363871.01.LZZZZZZZ.jpg,116542.0,0.0
4107,0671525425,Heaven,V.C. Andrews,1985,Pocket,http://images.amazon.com/images/P/0671525425.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525425.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525425.01.LZZZZZZZ.jpg,152186.0,0.0
4108,0821755919,Lord Scandal's Lady: A Zebra Regency Romance (Zebra Regency Romance),Cathleen Clare,1997,Zebra Books,http://images.amazon.com/images/P/0821755919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821755919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821755919.01.LZZZZZZZ.jpg,175978.0,3.0
4109,0316693235,Violets Are Blue,James Patterson,2001,"Little, Brown",http://images.amazon.com/images/P/0316693235.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693235.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693235.01.LZZZZZZZ.jpg,170518.0,0.0
4110,0380814811,Home for the Holidays,Johanna Lindsey,2001,Avon,http://images.amazon.com/images/P/0380814811.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380814811.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380814811.01.LZZZZZZZ.jpg,122429.0,0.0
4111,0385173628,Coping With Difficult People,Robert Bramson,1981,Doubleday Books,http://images.amazon.com/images/P/0385173628.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385173628.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385173628.01.LZZZZZZZ.jpg,180957.0,0.0
4112,8433925180,El Antropologo Inocente,Nigel Barley,1998,Anagrama,http://images.amazon.com/images/P/8433925180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8433925180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8433925180.01.LZZZZZZZ.jpg,90159.0,0.0
4113,0671741039,Swan Song,Robert McCammon,1987,Pocket,http://images.amazon.com/images/P/0671741039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671741039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671741039.01.LZZZZZZZ.jpg,107073.0,0.0
4114,0373098367,"Bride Wanted (Silhouette Special Edition, No 836)",Debbie MacOmber,1993,Silhouette,http://images.amazon.com/images/P/0373098367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373098367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373098367.01.LZZZZZZZ.jpg,161385.0,7.0
4115,0765340658,An Uncommon Enemy,Michelle Black,2002,Forge,http://images.amazon.com/images/P/0765340658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765340658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765340658.01.LZZZZZZZ.jpg,153662.0,0.0
4116,0590460994,The Baby-sitter 3,R. L. Stine,1995,Scholastic,http://images.amazon.com/images/P/0590460994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590460994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590460994.01.LZZZZZZZ.jpg,68156.0,0.0
4117,0140076565,The Gondola Scam (Crime Monthly),Jonathan Gash,1985,Penguin USA,http://images.amazon.com/images/P/0140076565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140076565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140076565.01.LZZZZZZZ.jpg,213350.0,0.0
4118,044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg,28634.0,10.0
4119,038081563X,Silver Scream : A Bed-and-Breakfast Mystery (Bed-And-Breakfast Mysteries (Paperback)),Mary Daheim,2003,Avon,http://images.amazon.com/images/P/038081563X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038081563X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038081563X.01.LZZZZZZZ.jpg,148586.0,0.0
4120,0684811324,The Ashes of Waco : An Investigation,Dick J. Reavis,1995,Simon &amp; Schuster,http://images.amazon.com/images/P/0684811324.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684811324.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684811324.01.LZZZZZZZ.jpg,240568.0,0.0
4121,0156000776,Ugly Ways,Tina McElroy Ansa,1995,Harvest Books,http://images.amazon.com/images/P/0156000776.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156000776.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156000776.01.LZZZZZZZ.jpg,88733.0,0.0
